parentSku ; SKU ; ColorName ; InternetName ;  InternetTxt ;  Q1 ;  + Q2 ; + Q3 ; + Q4 ; + Q5 ; + Q6 ; + P1 ; + P2 ; + P3 ; + P4 ; + P5 ; + P6 ; + GrossNett ; + ImprintType_IL1_T1 ; + ImprintDescription_IL1_T1 ; + ImprintImage_IL1_T1 ; + PriceClass_IL1_T1 ; + PriceClass_IL1_CN ; + SetupFee_IL1_T1 ; + SetupFee_IL1_T1_NextColor ; + SetupFeeStructure_IL1_T1 ; + ExcludeFreeSetupCosts_IL1_T1 ; + ImprintSize_IL1_T1 ; + MaxColors_IL1_T1 ; + Handling_IL1_T1 ; + ImprintType_IL1_T2 ; + ImprintDescription_IL1_T2 ; + ImprintImage_IL1_T2 ; + PriceClass_IL1_T2 ; + PriceClass_IL1_CN2 ; + SetupFee_IL1_T2 ; + SetupFee_IL1_T2_NextColor ; + SetupFeeStructure_IL1_T2 ; + ExcludeFreeSetupCosts_IL1_T2 ; + ImprintSize_IL1_T2 ; + MaxColors_IL1_T2 ; + Handling_IL1_T2 ; + ImprintType_IL1_T3 ; + ImprintDescription_IL1_T3 ; + ImprintImage_IL1_T3 ; + PriceClass_IL1_T3 ; + PriceClass_IL1_CN3 ; + SetupFee_IL1_T3 ; + SetupFee_IL1_T3_NextColor ; + SetupFeeStructure_IL1_T3 ; + ExcludeFreeSetupCosts_IL1_T3 ; + ImprintSize_IL1_T3 ; + MaxColors_IL1_T3 ; + Handling_IL1_T3 ; + ImprintType_IL1_T4 ; + ImprintDescription_IL1_T4 ; + ImprintImage_IL1_T4 ; + PriceClass_IL1_T4 ; + PriceClass_IL1_CN4 ; + SetupFee_IL1_T4 ; + SetupFee_IL1_T4_NextColor ; + SetupFeeStructure_IL1_T4 ; + ExcludeFreeSetupCosts_IL1_T4 ; + ImprintSize_IL1_T4 ; + MaxColors_IL1_T4 ; + Handling_IL1_T4 ; + ImprintType_IL1_T5 ; + ImprintDescription_IL1_T5 ; + ImprintImage_IL1_T5 ; + PriceClass_IL1_T5 ; + PriceClass_IL1_CN5 ; + SetupFee_IL1_T5 ; + SetupFee_IL1_T5_NextColor ; + SetupFeeStructure_IL1_T5 ; + ExcludeFreeSetupCosts_IL1_T5 ; + ImprintSize_IL1_T5 ; + MaxColors_IL1_T5 ; + Handling_IL1_T5 ; + ImprintType_IL1_T6 ; + ImprintDescription_IL1_T6 ; + ImprintImage_IL1_T6 ; + PriceClass_IL1_T6 ; + PriceClass_IL1_CN6 ; + SetupFee_IL1_T6 ; + SetupFee_IL1_T6_NextColor ; + SetupFeeStructure_IL1_T6 ; + ExcludeFreeSetupCosts_IL1_T6 ; + ImprintSize_IL1_T6 ; + MaxColors_IL1_T6 ; + Handling_IL1_T6 ; + IntraCode ; + CountryOfOrigin ; + OuterCartonPieces ; + OuterCartonLength ; + OuterCartonWidth ; + OuterCartonLength ; + CommercialItemLength ; + CommercialItemWidth ; + CommercialItemHeight ; + CommercialItemWeight ; + Flavours ; + Sizes ; + WritingColor ; + CapacityTxt ; + OrderUnit ; + MainGroup ; + Material ; + BatteryType ; + NumberOfBatteries ; + ProductImageURL ; + DeliveryTimeMT_IL1_T1 ; + SearchTerms ; + Q_OnPallet ; + Brandnames
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MNAR1800;AR1800-48;lime;NOTELUX A6 muistikirja;A6 muistikirja,  sis‰lt‰‰ 96 tyhj‰‰ sivua ja v‰rikk‰‰n kumilenkin kiinnitykseen. Kannet PU-materiaalia.14X9X1,5 CM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;https://www.b2bpromotion.dk/content/images/productImages/ar1800-48.jpg, https://www.b2bpromotion.dk/content/images/productImages/ar1800-48-print.jpg, https://www.b2bpromotion.dk/content/images/productImages/ar1800-48-ambiant.jpg, ;;;;
MNAR1804;AR1804-03;black;ARCONOT A5 muistikirja;A5 muistikirja,  sis‰lt‰‰ 96 tyhj‰‰ sivua ja v‰rikk‰‰n kumilenkin kiinnitykseen. Kannet PU-materiaalia.21X14X1,6 CM;125;250;500;;2500;5000;14,84;13,50;12,60;11,74;11,19;10,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;https://www.b2bpromotion.dk/content/images/productImages/ar1804-03.jpg, https://www.b2bpromotion.dk/content/images/productImages/ar1804-03a.jpg, https://www.b2bpromotion.dk/content/images/productImages/ar1804-03-print.jpg, ;;;;
MNAR1804;AR1804-04;blue;ARCONOT A5 muistikirja;A5 muistikirja,  sis‰lt‰‰ 96 tyhj‰‰ sivua ja v‰rikk‰‰n kumilenkin kiinnitykseen. Kannet PU-materiaalia.21X14X1,6 CM;125;250;500;;2500;5000;14,84;13,50;12,60;11,74;11,19;10,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;https://www.b2bpromotion.dk/content/images/productImages/ar1804-04.jpg, https://www.b2bpromotion.dk/content/images/productImages/ar1804-04-print.jpg, ;;;;
MNAR1804;AR1804-05;red;ARCONOT A5 muistikirja;A5 muistikirja,  sis‰lt‰‰ 96 tyhj‰‰ sivua ja v‰rikk‰‰n kumilenkin kiinnitykseen. Kannet PU-materiaalia.21X14X1,6 CM;125;250;500;;2500;5000;14,84;13,50;12,60;11,74;11,19;10,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;https://www.b2bpromotion.dk/content/images/productImages/ar1804-05.jpg, https://www.b2bpromotion.dk/content/images/productImages/ar1804-05-print.jpg, ;;;;
MNAR1804;AR1804-06;white;ARCONOT A5 muistikirja;A5 muistikirja,  sis‰lt‰‰ 96 tyhj‰‰ sivua ja v‰rikk‰‰n kumilenkin kiinnitykseen. Kannet PU-materiaalia.21X14X1,6 CM;125;250;500;;2500;5000;14,84;13,50;12,60;11,74;11,19;10,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;https://www.b2bpromotion.dk/content/images/productImages/ar1804-06.jpg, ;;;;
MNAR1804;AR1804-10;orange;ARCONOT A5 muistikirja;A5 muistikirja,  sis‰lt‰‰ 96 tyhj‰‰ sivua ja v‰rikk‰‰n kumilenkin kiinnitykseen. Kannet PU-materiaalia.21X14X1,6 CM;125;250;500;;2500;5000;14,84;13,50;12,60;11,74;11,19;10,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;https://www.b2bpromotion.dk/content/images/productImages/ar1804-10.jpg, ;;;;
MNAR1804;AR1804-12;turquoise;ARCONOT A5 muistikirja;A5 muistikirja,  sis‰lt‰‰ 96 tyhj‰‰ sivua ja v‰rikk‰‰n kumilenkin kiinnitykseen. Kannet PU-materiaalia.21X14X1,6 CM;125;250;500;;2500;5000;14,84;13,50;12,60;11,74;11,19;10,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;https://www.b2bpromotion.dk/content/images/productImages/ar1804-12.jpg, ;;;;
MNAR1804;AR1804-37;royal blue;ARCONOT A5 muistikirja;A5 muistikirja,  sis‰lt‰‰ 96 tyhj‰‰ sivua ja v‰rikk‰‰n kumilenkin kiinnitykseen. Kannet PU-materiaalia.21X14X1,6 CM;125;250;500;;2500;5000;14,84;13,50;12,60;11,74;11,19;10,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;https://www.b2bpromotion.dk/content/images/productImages/ar1804-37.jpg, ;;;;
MNAR1804;AR1804-48;lime;ARCONOT A5 muistikirja;A5 muistikirja,  sis‰lt‰‰ 96 tyhj‰‰ sivua ja v‰rikk‰‰n kumilenkin kiinnitykseen. Kannet PU-materiaalia.21X14X1,6 CM;125;250;500;;2500;5000;14,84;13,50;12,60;11,74;11,19;10,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;https://www.b2bpromotion.dk/content/images/productImages/ar1804-48.jpg, https://www.b2bpromotion.dk/content/images/productImages/ar1804-48-print.jpg, ;;;;
MNAR1810;AR1810-16;matt silver;KUBZLE 3D palapeli;3D palapeli,  valmistettu magneetista ja metallista. Toimii hyvin paperipainona.8X4 CM;25;50;100;;2500;5000;89,73;81,58;76,18;70,96;67,64;64,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/ar1810-16-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/ar1810-16a.jpg, https://www.b2bpromotion.dk/content/images/productImages/ar1810-16b.jpg, https://www.b2bpromotion.dk/content/images/productImages/ar1810-16.jpg, https://www.b2bpromotion.dk/content/images/productImages/ar1810-16-print.jpg, ;;;;
MNCX1013;CX1013-05;red;NOBO Christmas boot;Christmas boot.36X19 CM;500;1000;2500;;250;500;2,69;2,53;2,45;2,56;2,39;2,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1013-05a.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1013-05-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1013-05-print.jpg, ;;;;
MNCX1015;CX1015-05;red;BONO Christmas hat;Christmas hat.42X30 CM;500;1000;2500;;250;500;2,58;2,43;2,35;2,45;2,28;2,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1015-05-print.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1015-05.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1015-05-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1015-05b.jpg, ;;;;
MNCX1278;CX1278-09;green;WOODTREE Wooden xmas tree decor;Wooden Christmas tree with 12 assorted tree hanger decorations to be assembled. Individual gift box with transparent cover.22X16,5X2 CM;50;125;250;;100;250;22,99;21,68;21,02;21,91;20,45;19,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1278-09a.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1278-09c.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1278-09-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1278-09-print.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1278-09.jpg, ;;;;
MNCX1304;CX1304-99;multicolour;CLAUS Mug with spoon;Ceramic mug with integrated spoon with Santa Claus decoration.Individual matching design gift box.ÿ8X10 CM;500;1000;2500;;250;500;20,18;19,03;18,45;19,25;17,96;16,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Juomapullot & Termokset;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1304-99.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1304-99b.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1304-99-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1304-99a.jpg, ;;;;
MNCX1335;CX1335-05;red;ROUGE Set of 6 felt tree hanger;Set of 6 red felt tree hangers in 6 different designs: tree, snowflake, bell, boot, poinsettia and reindeer.6 CM;500;1000;2500;;250;500;4,16;3,93;3,81;3,97;3,70;3,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1335-05.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1335-05-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1335-05b.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1335-05a.jpg, ;;;;
MNCX1349;CX1349-99;multicolour;HELSINBORG Set of 6 Xmas decora;Set of 6 wooden Christmas tree hangers presented in a cardboard box with clear lid.20X5X1CM;500;1000;2500;;250;500;9,42;8,88;8,61;8,99;8,38;7,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1349-99a.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1349-99.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1349-99-ambiant.jpg, ;;;;
MNCX1360;CX1360-05;red;AALBORG Hot water bottler;Hot water bottle with jersey in Nordic design. Used to provide warmth, typically whilst in bed, but also for the application of heat to a specific part of the body. 310 ml capacity.20X12 CM;50;125;250;;100;250;34,20;32,25;31,27;32,62;30,45;28,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1360-05-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1360-05.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1360-05-print.jpg, ;;;;
MNCX1361;CX1361-06;white;LUMISTAR Star colour changing l;PVC LED colour changing light in star shape. Mood lights colours: white, blue, purple, red, yellow and green. 3 LR44 batteries included.9X4X8,5CM;500;1000;2500;;250;500;13,57;12,80;12,41;12,94;12,09;11,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1361-06.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1361-06a.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1361-06b.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1361-06-ambiant.jpg, ;;;;
MNCX1362;CX1362-06;white;LUMITREE Tree colour changing l;PVC LED colour changing light in tree shape. Mood lights colours: white, blue, purple, red, yellow and green. 3 LR44 batteries included.10X4X7CM;500;1000;2500;;250;500;13,57;12,80;12,41;12,94;12,09;11,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1362-06.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1362-06c.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1362-06-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1362-06a.jpg, ;;;;
MNCX1370;CX1370-16;matt silver;STARIO Star shaped candle holde;Star shaped glass tea light candle holder in silver box with transparent cover and decorative ribbon.  Tea light included.8X7,5X2,5 CM;500;1000;2500;;250;500;7,52;7,09;6,87;7,17;6,70;6,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1370-16.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1370-16a.jpg, ;;;;
